Adv Name,Industry,Campaign Name,Total Impressions,Total Clicks,Total Revenue,Month
Ludo_Gold,Gaming,"OF-15702_Zupee Ludo_HomeATF,Rewards,MMBTF,CB,CBC_CPC6",212418,1702,10212,Jul'22
Ludo_Gold,Gaming,"OF-15702_Zupee Ludo_HomeATF,Rewards,MMBTF,CB,CBC_CPC6",388967,1876,11256,Jul'22
Ludo_Gold,Gaming,"OF-15702_Zupee Ludo_HomeATF,Rewards,MMBTF,CB,CBC_CPC6",78609,434,2604,Jul'22
Ludo_Gold,Gaming,"OF-15702_Zupee Ludo_HomeATF,Rewards,MMBTF,CB,CBC_CPC6",41438,16,96,Jul'22
Ludo_Gold,Gaming,"OF-15702_Zupee Ludo_HomeATF,Rewards,MMBTF,CB,CBC_CPC6",3037206,6607,39642,Jul'22
Ludo_Gold,Gaming,"OF-15702_Zupee Ludo_HomeATF,Rewards,MMBTF,CB,CBC_CPC6",335803,322,1932,Jul'22
Ludo_Gold,Gaming,"OF-15702_Zupee Ludo_HomeATF,Rewards,MMBTF,CB,CBC_CPC6",13397,45,270,Jul'22
Ludo_Gold,Gaming,"OF-15702_Zupee Ludo_HomeATF,Rewards,MMBTF,CB,CBC_CPC6",0,1,0,Jul'22
Ludo_Gold,Gaming,OF-15705_Zupee Ludo_Homemasthead_CPD,1637124420,4574077,21600000,Jul'22
Ludo_Gold,Gaming,OF-15705_Zupee Ludo_Homemasthead_CPD,34791,86,0,Jul'22
Ludo_Gold,Gaming,OF-15705_Zupee Ludo_Homemasthead_CPD,0,3,0,Jul'22
Ludo_Gold,Gaming,OF-15706_Zupee Ludo Gold_HomeBTF_CPM65,13885443,57672,833127,Jul'22
Ludo_Gold,Gaming,OF-15706_Zupee Ludo Gold_HomeBTF_CPM65,10349452,26010,620967,Jul'22
Ludo_Gold,Gaming,OF-15706_Zupee Ludo Gold_HomeBTF_CPM65,5022117,17694,301327,Jul'22
Ludo_Gold,Gaming,OF-15709_Zupee Ludo_HomeBTF_CPD,59664985,203205,3200000,Jul'22
Ludo_Gold,Gaming,OF-15709_Zupee Ludo_HomeBTF_CPD,821,3,0,Jul'22
Ludo_Gold,Gaming,OF-15937_Zupee_HomemastHead_CPD,393838819,1120950,4500000,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,186897,527,3162,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,43275,199,1194,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,58578,346,2076,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,14395,70,420,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,4355,21,126,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,3131,11,66,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,30570,211,1266,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,31824,110,660,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,3905,36,216,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,6684,56,336,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,8934,75,450,Jul'22
Money View,BFSI,OF-16013_Moneyview_Rewards_HomeBTF_MMBTF,18423,82,492,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,27325534,24149,48298,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,12293510,21347,42694,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,10734940,2527,5054,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,2020324,5898,11796,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,792884,2357,4714,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,440276,1442,2884,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,188007,761,1522,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,184882,50,100,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,57736,418,836,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,1151,0,0,Jul'22
Money View,BFSI,OF-16014_MoneyView_CB_CBC,0,0,0,Jul'22
MPL Communication,Gaming,OF-15848_MPL_HomemastHead_CPD,143941699,363960,1750000,Jul'22
MPL Communication,Gaming,OF-15848_MPL_HomemastHead_CPD,521950,566,0,Jul'22
MPL Communication,Gaming,OF-15848_MPL_HomemastHead_CPD,0,1,0,Jul'22
MPL Communication,Gaming,OF-15849_MPL_HomemastHead_CPD,137303060,338595,1750000,Jul'22
MPL Communication,Gaming,OF-15849_MPL_HomemastHead_CPD,0,1,0,Jul'22
MPL Communication,Gaming,OF-15950_MPL_HomemastHead_CPD,132940133,374035,1750000,Jul'22
MPL Communication,Gaming,OF-15950_MPL_HomemastHead_CPD,16643,31,0,Jul'22
MPL Communication,Gaming,OF-15950_MPL_HomemastHead_CPD,0,1,0,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",7410334,18535,148280,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",508961,1052,8416,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",458314,908,7264,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",4364366,10232,81856,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",2750981,4623,36984,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",2695942,5920,47360,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",1290908,4629,37032,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",1157034,4014,32112,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",700595,1524,12192,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",3490359,1973,15784,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",3121413,6335,50680,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",3510385,5671,45368,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",538023,1628,13024,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",4879525,1327,10616,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",4608630,1077,8616,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",5083207,857,6856,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",1892056,439,3512,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",547506,202,1616,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",15802,65,520,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",11034,41,328,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",20724,102,816,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",11530,48,384,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",10610,42,336,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",78,0,0,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",1515117,1303,10424,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",665333,82,656,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",52291,7,56,Jul'22
My11Circle,Gaming,"OF-15730_My11Circle_HomeBTF,Rewards,MMBTF_CPC8",2495,1,8,Jul'22
My11Circle,Gaming,OF-15772_My11Circle_CBC_CPC8,3583882,6291,44037,Jul'22
My11Circle,Gaming,OF-15772_My11Circle_CBC_CPC8,665569,710,4970,Jul'22
My11Circle,Gaming,OF-15772_My11Circle_CBC_CPC8,576910,1698,11886,Jul'22
My11Circle,Gaming,OF-15772_My11Circle_CBC_CPC8,415781,1340,9380,Jul'22
My11Circle,Gaming,OF-15772_My11Circle_CBC_CPC8,28587,70,490,Jul'22
My11Circle,Gaming,OF-15772_My11Circle_CBC_CPC8,156,0,0,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,56505648,176322,1695169,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,6333774,19781,190013,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,3971134,15806,119134,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,4232632,13872,126979,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,9091068,29503,272732,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,2447085,5141,73413,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,8220439,26375,246613,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,2104617,7694,63139,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,8445589,35871,253368,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,1438619,4817,43159,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,2734471,9510,82034,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,1334977,8782,40049,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,4353306,31162,130599,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,815651,1889,24470,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,795807,5620,23874,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,593393,5750,17802,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,214309,2786,6429,Jul'22
Navi MF,BFSI,OF-15776_Navi_HomeBTF_Rewards_MyMoney,548338,5025,16450,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",467494,676,4056,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",335811,739,4434,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",849102,679,4074,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",661532,1159,6954,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",817057,1078,6468,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",420037,675,4050,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",263843,525,3150,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",94938,296,1776,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",10890,27,162,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",69251,204,1224,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",265485,350,2100,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",31312,95,570,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",556480,851,5106,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",14799,62,372,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",41175,119,714,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",5937,28,168,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",2265885,2500,15000,Jul'22
Norton,e-Commerce,"OF-15978_Norton_HomeBTF,MMBTF,Reward_CPC6",15,0,0,Jul'22
PayTM First Games,Gaming,"OF-15710_Paytm First Games_HomeBTF,Reward,MMBTF,CB_CPC8",96,0,0,Jul'22
PayTM First Games,Gaming,"OF-15710_Paytm First Games_HomeBTF,Reward,MMBTF,CB_CPC8",84,0,0,Jul'22
Performics-Axis CC,BFSI,OF-15234_Performics-Axis Savings_HomeBTF/Rewards/Investments,1980,0,0,Jul'22
Performics-Axis CC,BFSI,OF-15234_Performics-Axis Savings_HomeBTF/Rewards/Investments,511,0,0,Jul'22
Performics-Axis CC,BFSI,OF-15234_Performics-Axis Savings_HomeBTF/Rewards/Investments,435,0,0,Jul'22
Performics-Axis CC,BFSI,OF-15234_Performics-Axis Savings_HomeBTF/Rewards/Investments,140,0,0,Jul'22
Performics-Axis CC,BFSI,OF-15234_Performics-Axis Savings_HomeBTF/Rewards/Investments,325,0,0,Jul'22
Performics-Axis CC,BFSI,OF-15234_Performics-Axis Savings_HomeBTF/Rewards/Investments,300,0,0,Jul'22
Performics-Axis CC,BFSI,OF-15234_Performics-Axis Savings_HomeBTF/Rewards/Investments,20,0,0,Jul'22
Performics-Axis CC,BFSI,OF-15234_Performics-Axis Savings_HomeBTF/Rewards/Investments,28,0,0,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,2953425,13651,68255,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,1495250,6972,34860,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,3116390,28035,140175,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,5648393,19828,99140,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,1220548,7277,36385,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,2427476,17888,89440,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,2170434,10527,52635,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,788969,5248,26240,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,635242,3146,15730,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,668634,4482,22410,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,613304,3576,17880,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,509860,2637,13185,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,1557496,4214,21070,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,283471,2405,12025,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,552222,4089,20445,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,2368488,10802,54010,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,345819,1163,5815,Jul'22
Performics-Axis CC,BFSI,OF-15759_Performics-Axis_HomeBTF_Rewards_MyMoney,464488,2825,14125,Jul'22
Pizza Hut,FnB,OF-16046_PizzaHut_HomeMastHead_CPM68,2601289,9110,176888,Jul'22
Pizza Hut,FnB,OF-16046_PizzaHut_HomeMastHead_CPM68,1202895,3383,81797,Jul'22
Pizza Hut,FnB,OF-16046_PizzaHut_HomeMastHead_CPM68,227273,261,15455,Jul'22
Pizza Hut,FnB,OF-16046_PizzaHut_HomeMastHead_CPM68,1,1,0,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,16100171,24411,146466,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,31511806,47143,282858,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,9078231,19297,115782,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,681174,1507,9042,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,16588,48,288,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,582918,1726,10356,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,9445,63,378,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,65768,256,1536,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,156674,619,3714,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,1740649,2812,16872,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,836399,2575,15450,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,688135,2037,12222,Jul'22
Pocket52,Gaming,OF-15806_Pocket52_HomeBTF,0,0,0,Jul'22
Rummy Circle,Gaming,OF-15719_Rummy Circle_Rewards_CPC6,24255,26,201,Jul'22
Rummy Circle,Gaming,OF-15719_Rummy Circle_Rewards_CPC6,1058,2,15,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_CPC-8,5892935,17249,137992,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_CPC-8,16612147,18748,149984,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_CPC-8,1178506,2186,17488,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_CPC-8,7614986,13593,108744,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_CPC-8,11694010,20790,166320,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_CPC-8,782060,1041,8328,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_MymoneyCPC-8,35541,138,1104,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_CPC-8,0,1,8,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_MymoneyCPC-8,17787,60,480,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_MymoneyCPC-8,108582,340,2720,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_MymoneyCPC-8,29084,126,1008,Jul'22
Rummy Time,Gaming,OF-15746_RummyTime_HomeBTF_MymoneyCPC-8,835,8,64,Jul'22
RummyCulture,Gaming,OF-15802_Rummy Culture_HomeBTF_CPC8,2728893,3304,26432,Jul'22
RummyCulture,Gaming,"OF-15802_Rummy Culture_HomeBTF,MMBTF_CPC8",109018,420,3360,Jul'22
RummyCulture,Gaming,OF-15802_Rummy Culture_HomeBTF_CPC8,9875508,12784,102272,Jul'22
RummyCulture,Gaming,OF-15802_Rummy Culture_HomeBTF_CPC8,4830115,8455,67640,Jul'22
RummyCulture,Gaming,"OF-15802_Rummy Culture_HomeBTF,MMBTF_CPC8",72934,217,1736,Jul'22
RummyCulture,Gaming,OF-15802_Rummy Culture_HomeBTF_CPC8,1301850,3124,24992,Jul'22
RummyCulture,Gaming,OF-15802_Rummy Culture_HomeBTF_CPC8,1401143,3312,26496,Jul'22
RummyCulture,Gaming,OF-15802_Rummy Culture_HomeBTF_CPC8,2434622,3994,31952,Jul'22
RummyCulture,Gaming,"OF-15802_Rummy Culture_HomeBTF,MMBTF_CPC8",29259,137,1096,Jul'22
RummyCulture,Gaming,"OF-15802_Rummy Culture_HomeBTF,MMBTF_CPC8",4428,27,216,Jul'22
RummyCulture,Gaming,"OF-15802_Rummy Culture_HomeBTF,MMBTF_CPC8",216,3,24,Jul'22
RummyCulture,Gaming,"OF-15802_Rummy Culture_HomeBTF,MMBTF_CPC8",2,0,0,Jul'22
SBI,BFSI,OF-15877_SBI_CB_Ptxn_CPC3,0,0,0,Jul'22
SBI,BFSI,OF-15877_SBI_CB_Ptxn_CPC3,0,0,0,Jul'22
Smiles.ai,Health & wellness,OF-15845_Smiles.ai_Rewards_CPC6,3743819,6187,37122,Jul'22
Smiles.ai,Health & wellness,OF-15845_Smiles.ai_Rewards_CPC6,4356382,8935,53610,Jul'22
Smiles.ai,Health & wellness,OF-15845_Smiles.ai_Rewards_CPC6,1360776,2603,15618,Jul'22
Smiles.ai,Health & wellness,OF-15845_Smiles.ai_Rewards_CPC6,761587,1585,9510,Jul'22
Smiles.ai,Health & wellness,OF-15845_Smiles.ai_Rewards_CPC6,65142,167,1002,Jul'22
Smiles.ai,Health & wellness,OF-15845_Smiles.ai_Rewards_CPC6,6033,10,60,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",20926933,3082,18492,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",6522340,831,4986,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",6538966,992,5952,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",4245851,10065,60390,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",3560376,8179,49074,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",1765579,1385,8310,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",736178,227,1362,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",2618732,6967,41802,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",764469,1084,6504,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",784756,94,564,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",1157823,3707,22242,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",282207,1319,7914,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",28318,53,318,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",49241,120,720,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",76344,160,960,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",98911,102,612,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",187904,138,828,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",8934,16,96,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",90068,142,852,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",101194,137,822,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",567,0,0,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",19369,29,174,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",5047217,7741,46446,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",3559288,410,2460,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",606253,51,306,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",1462891,1591,9546,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",1063636,1534,9204,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",410502,578,3468,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",65786,101,606,Jul'22
Spartan_Poker,Gaming,"OF-15879_Spartan Poker_HomeBTF,Rewards,CB,CBC_CPC6",11156,9,54,Jul'22
Starcomm-Axis Atlas,BFSI,OF-15568_Starcomm-Axis Atlas_HomeBTF/Rewards/Wealth_CPC,2122,0,0,Jul'22
Starcomm-Axis Atlas,BFSI,OF-15568_Starcomm-Axis Atlas_HomeBTF/Rewards/Wealth_CPC,7,0,0,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,3707222,7350,51450,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,3246654,9110,63770,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,708041,567,3969,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,945074,1979,13853,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,1003839,1067,7469,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,387417,710,4970,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,265015,359,2513,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,349183,435,3045,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,197672,275,1925,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,284876,450,3150,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,264765,605,4235,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,190414,282,1974,Jul'22
TAPF,e-Commerce,OF-15960_TAPF_HomeBTF/ Post Transaction/ Rewards_CPC7,111537,144,1008,Jul'22
